SIZE_BREAKDOWN_ID,PRODUCTION_ID,SIZE_BAND,QUANTITY
97c2a2e6-1b8e-9438-a8d5-878dc566afe1,282e989f-3845-abe3-d3f3-971fc313ed66,PeeWee,17.96
b79a37f1-7b1e-0b2d-698d-aaa3ce1f2db3,5e1b066e-f874-ff34-9611-0b6e65718c12,Jumbo,8.32
1c8db37b-a83e-fd3d-68a3-9e2e54ad0b43,5e1b066e-f874-ff34-9611-0b6e65718c12,Large,18.24
e590147c-1c8c-807c-5c67-12fa8726ea63,5e1b066e-f874-ff34-9611-0b6e65718c12,Medium,13.94
4244af46-131c-331b-8a1c-989ee9b11b31,5e1b066e-f874-ff34-9611-0b6e65718c12,Small,12.19
1e9fa51e-5b92-7b8d-8d8b-0118416c82ef,5941724b-4b91-3182-ec6a-4502ab0cca3f,Jumbo,12.56
a68e088a-b2f3-db08-ad4d-4b4e9bcd5182,5941724b-4b91-3182-ec6a-4502ab0cca3f,Extra Large,9.95
351bf3c2-9e48-9cc3-f82c-dc9bc27d77c2,5941724b-4b91-3182-ec6a-4502ab0cca3f,Large,13.9
c113d17e-5340-88d7-df60-3a9dec7e1fbf,5941724b-4b91-3182-ec6a-4502ab0cca3f,Medium,12.54
aed624d2-32c7-6795-3791-2491a6900cca,6ab84e7f-d779-cba1-8291-064c8329121e,Jumbo,12.49
160e5f22-3096-1dd5-c048-4aa969feeed3,6ab84e7f-d779-cba1-8291-064c8329121e,Extra Large,4.38
8c4c6594-3937-e5f9-aa1d-0f99e03688da,6ab84e7f-d779-cba1-8291-064c8329121e,Large,4.56
5073bdb7-b12f-1ab7-1750-86a61e6615cd,6ab84e7f-d779-cba1-8291-064c8329121e,Medium,4.83
ca6286b5-aaca-0b0f-bc92-1252bb120389,db342d5b-e019-0554-cc2a-1354d3fc8c97,Extra Large,38.41
418d27fc-136f-8e03-0f32-8b9697871896,db342d5b-e019-0554-cc2a-1354d3fc8c97,Large,43.41
488c6fd6-7c3f-6dfe-82d4-f5c5834eba81,db342d5b-e019-0554-cc2a-1354d3fc8c97,Medium,39.7
c0ef9881-3d41-2d16-307c-cbb82d6e9815,db342d5b-e019-0554-cc2a-1354d3fc8c97,Small,29.01
2f4f5b16-5f69-50a8-53e9-67abd929b3c8,ffd2bc07-efc6-27dd-837e-a8d48b3e35f3,Extra Large,23.46
7336e2ad-b1ca-bab3-ee00-cbb776d6f0ed,ffd2bc07-efc6-27dd-837e-a8d48b3e35f3,Large,39.19
453e1e61-f7c2-0191-dbc7-174ea09d5d28,ffd2bc07-efc6-27dd-837e-a8d48b3e35f3,Medium,27.34
1352781b-6d6f-b030-cf4c-7ffcd9a00387,ffd2bc07-efc6-27dd-837e-a8d48b3e35f3,Small,32.6
293c1e35-4abc-232a-75af-7fe452d4ee6b,ffd2bc07-efc6-27dd-837e-a8d48b3e35f3,PeeWee,14.79
2febdf35-7178-270f-6703-8a22fecaaeac,59f8443f-dcc1-5550-26f9-af58ffb8073f,Extra Large,29.68
8ed1d1c0-1986-fe59-861c-6538883c979c,59f8443f-dcc1-5550-26f9-af58ffb8073f,Medium,28.34
39dabf44-f2d5-133c-c8d5-4c6141158309,59f8443f-dcc1-5550-26f9-af58ffb8073f,Small,63.57
ff8a7023-5c60-4a5e-472a-53962836132d,59f8443f-dcc1-5550-26f9-af58ffb8073f,PeeWee,9.45
cd700bb8-0abe-925b-493d-93791a48c819,73d66051-96df-5166-1737-d51d7a4c7e37,Jumbo,68.89
dd482ac1-f476-b4b1-c583-58db24dce157,73d66051-96df-5166-1737-d51d7a4c7e37,Large,21.48
2c9d9971-6e47-2a20-0682-d7b3e9f8bf86,73d66051-96df-5166-1737-d51d7a4c7e37,Small,70.96
034a5b15-72d2-1765-304e-5dde7ca666ba,73d66051-96df-5166-1737-d51d7a4c7e37,PeeWee,21.09
fbc3e183-3ae6-4fb5-4d82-464617c41b0e,d24f83f6-f5d6-6395-6bd8-944a81c3990f,Extra Large,8.92
4e58c91d-d0b0-e285-e64e-51f3ede25a55,d24f83f6-f5d6-6395-6bd8-944a81c3990f,Large,4.72
8de1b37d-2d43-7e45-2ddb-5da574dbb998,d24f83f6-f5d6-6395-6bd8-944a81c3990f,Medium,16.18
bdc50d8d-9ca6-6994-4a9b-76d34a060576,d24f83f6-f5d6-6395-6bd8-944a81c3990f,Small,4.67
dda9faea-a8c7-53ae-09b6-2e0de8a6958f,d24f83f6-f5d6-6395-6bd8-944a81c3990f,PeeWee,12.72
668f6a40-40a4-29a4-2eb1-d686e2c50c13,55c7767b-b109-edd9-7e7b-4c0481649c68,Jumbo,43.31
6f76f51b-60ca-5af6-1fe8-80c1e6330e46,55c7767b-b109-edd9-7e7b-4c0481649c68,Extra Large,29.92
b6854231-fb25-7db5-4d89-7e47880b8775,55c7767b-b109-edd9-7e7b-4c0481649c68,Medium,13.83
3e2f0647-0cf5-dbe3-adbc-b0d61152e92a,55c7767b-b109-edd9-7e7b-4c0481649c68,Small,28.96
7fca6f22-af35-ce4b-1566-856958a4b26a,55c7767b-b109-edd9-7e7b-4c0481649c68,PeeWee,39.01
2f40b5fe-4e3f-e881-d6bd-73698734c029,c2e5c5ae-3e2a-02b9-c82e-fe348290cafa,Jumbo,20.02
2954951d-2912-e3d8-c288-6a0647bf6653,c2e5c5ae-3e2a-02b9-c82e-fe348290cafa,Extra Large,38.05
26a87a05-42eb-6e48-b1b1-c7c9492344bd,c2e5c5ae-3e2a-02b9-c82e-fe348290cafa,Medium,6.79
ca362ae4-c0c8-8a21-cd3e-0f8638c8216c,c2e5c5ae-3e2a-02b9-c82e-fe348290cafa,Small,50.96
1b3688b3-3513-75d6-388b-150ef65f3ccc,d8ca1ab7-d0d2-22db-efdc-b78ff55f56ce,Jumbo,13.22
6b83539a-fdaa-ae58-5c41-873e55ddf881,d8ca1ab7-d0d2-22db-efdc-b78ff55f56ce,Extra Large,7.94
d5ac9aa9-8887-1f17-fb3c-c25042934404,d8ca1ab7-d0d2-22db-efdc-b78ff55f56ce,Medium,31.05
a1d3edfa-b2b4-399a-8d05-09e37f4d03be,d8ca1ab7-d0d2-22db-efdc-b78ff55f56ce,Small,3.77
afa248a1-3a40-3c87-5051-5f80dece2ee7,d8ca1ab7-d0d2-22db-efdc-b78ff55f56ce,PeeWee,6.51
c500c8b0-091a-2310-38f3-b22df9f914a9,c7405acb-5ca1-6366-c129-2fa0189c91ee,Jumbo,20.86
c4025191-e9dd-c8ce-6c6c-c3a63b5957d1,c7405acb-5ca1-6366-c129-2fa0189c91ee,Extra Large,7.2
7d9861f0-10e1-77d8-f5b3-9cf4833d068c,c7405acb-5ca1-6366-c129-2fa0189c91ee,Large,10.07
efcaf3fb-8cef-5ca2-d630-942a03013547,c7405acb-5ca1-6366-c129-2fa0189c91ee,Medium,20.41
ac973702-38f1-029a-9fec-712960229633,c7405acb-5ca1-6366-c129-2fa0189c91ee,Small,24.34
de2b74fa-8288-60ca-d677-a0665ca2d80a,bde50fb2-3662-e708-fd75-05948cb303ee,Extra Large,25.18
0d84034a-e2cf-21f4-f8a5-f3112724d37a,bde50fb2-3662-e708-fd75-05948cb303ee,Large,21.76
ed2528ee-ddbb-1bd6-cff4-183b8dc192cf,bde50fb2-3662-e708-fd75-05948cb303ee,Small,18.08
85b0dd55-4544-394e-fda6-9ebaaa139814,b266be46-e407-ac50-d51d-5b4fcf7809ff,Jumbo,46.72
433e056f-b589-1a2b-bcdf-b28684b62e62,b266be46-e407-ac50-d51d-5b4fcf7809ff,Extra Large,21.0
8d99cb69-a19b-f179-026b-d24a41ade0d9,b266be46-e407-ac50-d51d-5b4fcf7809ff,Large,5.99
0ddc8bf8-1925-4c6e-050b-8b03353a5525,b266be46-e407-ac50-d51d-5b4fcf7809ff,Medium,39.19
5e22d2bf-b359-7311-a1dd-e0c728672ab0,b266be46-e407-ac50-d51d-5b4fcf7809ff,Small,11.99
3d05aa16-8cc7-f585-e0fe-02cf2e87c856,b266be46-e407-ac50-d51d-5b4fcf7809ff,PeeWee,41.0
8281bace-531c-b84a-9377-4e8683386496,3b12c06b-51ca-6201-f67b-69499baa9313,Jumbo,15.22
2b786e32-a3d6-93ba-22be-f6e074c2bf0e,3b12c06b-51ca-6201-f67b-69499baa9313,Extra Large,8.02
d96a69aa-8c65-b3c5-3332-c15ebc642666,3b12c06b-51ca-6201-f67b-69499baa9313,Large,1.87
8dec200c-78eb-d6bf-a799-1a0d6f3b121d,3b12c06b-51ca-6201-f67b-69499baa9313,Small,11.27
6d9faf66-951e-704d-2ab3-a797057e85e9,3b12c06b-51ca-6201-f67b-69499baa9313,PeeWee,11.07
043ae8f2-1ec2-9e53-c508-eaa1e5a29c9f,31ff6e4d-79df-73ff-9d39-500965c2a1ee,Jumbo,16.85
7bb9930a-5bda-6a99-1df3-fa2aa8c29f72,31ff6e4d-79df-73ff-9d39-500965c2a1ee,Extra Large,1.71
722d8888-eb7a-d09b-e04e-138075ca4230,31ff6e4d-79df-73ff-9d39-500965c2a1ee,Large,1.99
ffa26a0d-0dcc-b883-7741-a5965e60e1d2,31ff6e4d-79df-73ff-9d39-500965c2a1ee,Small,2.85
5ee6698d-35c5-7eef-b2fa-49cbc29f9d6b,31ff6e4d-79df-73ff-9d39-500965c2a1ee,PeeWee,9.11
7d713fe2-d746-5fe8-cb17-10641974c29d,bfd8f4e7-8668-8e04-6cd0-d39627c59343,Jumbo,19.55
47ceae29-25ed-a3ca-422c-3aadc1909d9a,bfd8f4e7-8668-8e04-6cd0-d39627c59343,Large,13.9
19cda34f-10a4-8751-dba4-6ab4eb50f436,bfd8f4e7-8668-8e04-6cd0-d39627c59343,Small,52.84
0477b9c5-e21c-3c3b-bf9b-64487b4557e4,a7c5e6a6-fd32-a2ed-408f-56c9a87da33a,Jumbo,11.2
475a8d37-21af-e4d7-b3ba-694621829572,a7c5e6a6-fd32-a2ed-408f-56c9a87da33a,Large,7.58
07793555-8dc3-4bfa-ceb9-6d2e6b4cbdf8,a7c5e6a6-fd32-a2ed-408f-56c9a87da33a,Small,34.71
80fdae50-b214-24ec-ad3d-a84a3e7c80c7,a7c5e6a6-fd32-a2ed-408f-56c9a87da33a,PeeWee,10.26
0c0efaec-eb11-9dba-e178-d57f571a01f4,352f890e-00d0-3f09-a668-ff25322ac33f,Extra Large,10.37
9f0fa179-136a-6c69-17c1-a1346830550c,352f890e-00d0-3f09-a668-ff25322ac33f,Large,13.15
98786431-26e9-6b49-9f5c-6e431ee69de7,352f890e-00d0-3f09-a668-ff25322ac33f,Small,6.63
33c4860c-5601-e20c-94d4-9eef60ecf994,352f890e-00d0-3f09-a668-ff25322ac33f,PeeWee,15.27
ff782a62-da3d-4573-0b62-3d90f98686c3,42a4546b-908e-d156-f1e8-7785f1ceddf6,Jumbo,28.24
b37c1341-1893-62c5-9e8a-5dc723ca89b6,42a4546b-908e-d156-f1e8-7785f1ceddf6,Large,9.13
91ffb3fc-f647-6c71-faee-e618489d430f,42a4546b-908e-d156-f1e8-7785f1ceddf6,Medium,7.06
5d74bd5b-5f63-b271-d038-5aa35fd21069,42a4546b-908e-d156-f1e8-7785f1ceddf6,Small,13.65
41cfbda4-bf81-5646-1683-176df1d99cb0,42a4546b-908e-d156-f1e8-7785f1ceddf6,PeeWee,7.66
b8a34696-3fca-c151-43d1-4463ad03c5d8,3f4b2968-76d0-a2c3-512f-1a2c2be6cb0f,Extra Large,27.28
d2d3194c-a593-a315-4e12-39daec0e0ac9,3f4b2968-76d0-a2c3-512f-1a2c2be6cb0f,Large,24.17
52542d80-09d5-f869-83ea-59d73671064e,3f4b2968-76d0-a2c3-512f-1a2c2be6cb0f,Medium,18.5
5fe4d8d6-9571-58ca-936d-620068e26262,941db839-27e2-e618-4131-f30fc59eb783,Jumbo,4.25
16e6707b-6549-e65f-e40c-edcd5a10413b,941db839-27e2-e618-4131-f30fc59eb783,Medium,9.67
db497b24-8118-cd9c-ca70-4ceec8499092,941db839-27e2-e618-4131-f30fc59eb783,PeeWee,2.59
0520a1ff-0e62-c35c-32d1-dc947f1c2e2b,0f4f555d-f75a-7404-477d-935960cd2f50,Jumbo,58.32
3b5e8a7d-5e23-c4fd-f16c-4ddb649df015,0f4f555d-f75a-7404-477d-935960cd2f50,Extra Large,14.54
f748f6a9-dbc2-9b0f-fe08-f7b8c8045f73,0f4f555d-f75a-7404-477d-935960cd2f50,Medium,7.97
27b98aef-2a70-d5b3-08d5-b80c7bd2dabd,0f4f555d-f75a-7404-477d-935960cd2f50,Small,58.55
d46dedb4-a557-2c9e-db90-665c0c12d1b3,0f4f555d-f75a-7404-477d-935960cd2f50,PeeWee,42.28
24a80daf-d36b-5b5d-be3b-c7e4f7f1c1e7,8a38c516-77d0-7b99-eaab-89adfd6f6a66,Extra Large,42.74
a9eec882-feda-e989-2945-a4b5719426f7,8a38c516-77d0-7b99-eaab-89adfd6f6a66,Large,15.22
cfeee21a-e572-0ca1-7df8-943f2e7a4e30,8a38c516-77d0-7b99-eaab-89adfd6f6a66,Medium,5.05
94fe1d24-0231-3176-066a-ce705ec57362,8a38c516-77d0-7b99-eaab-89adfd6f6a66,Small,25.99
751f55c4-9dbd-3608-35ed-9c9fe9615cb2,867367dc-62e8-3a32-f3f7-22fa35788589,Jumbo,25.23
46613586-a729-2143-cae4-092d39c37fcd,867367dc-62e8-3a32-f3f7-22fa35788589,Extra Large,9.82
0c4757af-6520-e12a-1882-4744a1a11202,867367dc-62e8-3a32-f3f7-22fa35788589,Large,22.29
3600c723-a8ad-057c-5765-677441783276,867367dc-62e8-3a32-f3f7-22fa35788589,Medium,10.57
3221636e-3614-80a8-38c0-21bc58a8214c,867367dc-62e8-3a32-f3f7-22fa35788589,Small,19.11
6b4d0c3b-f210-38f3-9ec0-4daf821e12ef,867367dc-62e8-3a32-f3f7-22fa35788589,PeeWee,7.15
76f27f0c-8bba-20f8-d0d0-94d581f42837,e53d2471-c169-b744-79ae-811843a24eee,Jumbo,24.03
ddfbe473-59f9-3cc6-0be2-996fbf398352,e53d2471-c169-b744-79ae-811843a24eee,Extra Large,30.79
cda8fbcb-3e9e-eb9b-7824-99d6ce0be77e,e53d2471-c169-b744-79ae-811843a24eee,Large,47.89
37955c45-94a5-03b9-608d-3572a99c82ff,e53d2471-c169-b744-79ae-811843a24eee,Small,53.07
9fcf12c2-ca4f-65ae-75a2-33a582c9ccb6,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,Jumbo,51.48
34fdf08d-1831-9474-c121-283f2f454007,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,Extra Large,12.91
b1134fc2-447f-4000-ebeb-487c5a70f100,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,Large,39.06
a212d178-ab5d-cd24-8c03-ba1ad5b456e4,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,Medium,28.68
eb63197c-26fd-f6d6-89e4-32499caf983f,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,Small,44.88
48803638-427c-9cc6-0036-b37cb8a7064d,a5062125-5d0a-29a3-7ac5-b3f4b09ff5fb,PeeWee,4.33
77fe4e7e-dd7e-5a3e-a3a1-a683b6c7d3e9,c150ba6d-9f1b-045b-dc9f-d9a9f60c7c17,Jumbo,9.62
8dc074f9-8470-3508-fd42-d8beefebb8c3,c150ba6d-9f1b-045b-dc9f-d9a9f60c7c17,Extra Large,18.7
0822d0f1-11ee-3de5-93d7-bc2e15ccf544,c150ba6d-9f1b-045b-dc9f-d9a9f60c7c17,Large,21.5
909361dc-9efc-3cce-ed42-b0e83748fd2b,c150ba6d-9f1b-045b-dc9f-d9a9f60c7c17,Medium,13.47
70d644ff-e7dc-4606-0906-21cf5c85fe00,fcc55cfb-43e4-faa7-e375-6bba2797b106,Jumbo,14.0
103f7a1b-8f7d-15ac-b1dc-580bb8bdb9b8,fcc55cfb-43e4-faa7-e375-6bba2797b106,Extra Large,48.27
36369333-b8f8-9bbc-c517-589eea4241dc,fcc55cfb-43e4-faa7-e375-6bba2797b106,Large,27.05
8a20e166-cc38-cc80-09c8-9933672e5e5d,642d5c49-5704-3f3a-416e-36fa8f5f8095,Jumbo,5.88
17b6a595-5728-6ab9-ab90-a2fd0da9c95a,642d5c49-5704-3f3a-416e-36fa8f5f8095,Large,18.84
681760f5-daa3-26b8-71a7-0d35ce4396a2,642d5c49-5704-3f3a-416e-36fa8f5f8095,Medium,21.98
6337eb2d-ced6-c639-d15d-d393c7088280,642d5c49-5704-3f3a-416e-36fa8f5f8095,Small,22.2
77fe64f2-b511-386a-3eab-cba0272e8fbd,642d5c49-5704-3f3a-416e-36fa8f5f8095,PeeWee,18.85
d0d02847-4cd9-c4ba-57dc-926b49b23dd7,bb6488d2-2774-37ba-30b3-f848ce400a47,Extra Large,22.99
4f24e74c-48d4-7b54-effc-eb494c105e11,bb6488d2-2774-37ba-30b3-f848ce400a47,Large,27.23
be3493db-d04d-bca9-1e97-681f90ad1ea1,bb6488d2-2774-37ba-30b3-f848ce400a47,Medium,16.53
721c7420-57fa-5952-5424-276885eb2f29,bb6488d2-2774-37ba-30b3-f848ce400a47,Small,24.43
f342a0f1-a554-bc07-f497-4862214d683b,b0c75d6b-4398-f595-2fec-c6598540d618,Jumbo,1.18
bb2604bf-e871-01f6-7c3f-1f3fd6e1a575,b0c75d6b-4398-f595-2fec-c6598540d618,Extra Large,12.51
50c8eddf-e68c-ae7d-d972-6bfab85e83b4,b0c75d6b-4398-f595-2fec-c6598540d618,Large,9.01
ed61afa7-dac7-e136-fb50-52ae2fe5ec59,b0c75d6b-4398-f595-2fec-c6598540d618,Small,15.11
4dc592fa-9899-21a6-5f09-f05c7af9c33b,b0c75d6b-4398-f595-2fec-c6598540d618,PeeWee,5.6
a81086eb-acc5-2caa-acc4-9074b42ed6ce,496a2e3c-3dae-d125-e83c-1b1d95c8f484,Jumbo,21.31
6d141883-d7c7-a840-13ff-51ea358543db,496a2e3c-3dae-d125-e83c-1b1d95c8f484,Medium,10.72
d2aca8f6-9469-4264-389f-ba8d32e2f69d,496a2e3c-3dae-d125-e83c-1b1d95c8f484,Small,20.92
85d5aefd-db1d-f578-49c7-510066d03d46,496a2e3c-3dae-d125-e83c-1b1d95c8f484,PeeWee,11.61
4e54e208-9a24-3566-3fdb-eca714ebc7bf,527e557e-ec1c-39f0-8202-fa31862a20a8,Jumbo,2.54
6fb292ba-9b36-59f6-7114-28d881cf366a,527e557e-ec1c-39f0-8202-fa31862a20a8,Extra Large,3.41
81c2190a-85b6-2efa-a910-089f68edb76e,527e557e-ec1c-39f0-8202-fa31862a20a8,Medium,3.84
261665c6-0aa9-e764-cd14-b9acc9c088f6,527e557e-ec1c-39f0-8202-fa31862a20a8,Small,12.0
eafcc00b-f0b5-0a3d-2e19-da3f9bf51420,527e557e-ec1c-39f0-8202-fa31862a20a8,PeeWee,7.26
b2eb53cd-0408-28c1-0950-e6078d8247b7,1c9de8c8-9e95-7683-fd16-3851b73c42f7,Jumbo,38.22
e3db1d3b-8bb8-17f6-1aa0-df1f0a673815,1c9de8c8-9e95-7683-fd16-3851b73c42f7,Extra Large,29.82
c513ff48-b227-f887-d8d5-5b415544cb04,1c9de8c8-9e95-7683-fd16-3851b73c42f7,Large,14.56
7f844800-9539-b943-987c-8b2ef6330855,1c9de8c8-9e95-7683-fd16-3851b73c42f7,Medium,43.83
