FLOCK_ID,FLOCK_NUMBER,ACCOUNT_ID,FACILITY_ID,FACILITY_DETAIL_ID,QUOTA_ID,FLOCK_QUOTA_TYPE,STATUS,PERMIT_NUMBER,PERMIT_DATE,HATCH_DATE,DATE_ORDERED,BIRD_COUNT,EGG_COLOUR,PLACEMENT_DATE,EST_DISPOSAL,DISPOSAL_DATE,BIRDS_DISPOSED,COMMENTS
DEV_MIGRATION_FL_00040,DM-FLOCK-00040,DEV_MIGRATION_A_00004,DEV_MIGRATION_F_00008,DEV_MIGRATION_D_00108,DEV_MIGRATION_Q_00008,Egg Production,Active,DM-PERMIT-00040,2025-01-01,2025-01-15,2024-12-01,1040,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00041,DM-FLOCK-00041,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00009,DEV_MIGRATION_D_00009,DEV_MIGRATION_Q_00009,Egg Production,Active,DM-PERMIT-00041,2025-01-01,2025-01-15,2024-12-01,1041,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00042,DM-FLOCK-00042,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00010,DEV_MIGRATION_D_00110,DEV_MIGRATION_Q_00010,Egg Production,Active,DM-PERMIT-00042,2025-01-01,2025-01-15,2024-12-01,1042,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00043,DM-FLOCK-00043,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00009,DEV_MIGRATION_D_00009,DEV_MIGRATION_Q_00009,Egg Production,Active,DM-PERMIT-00043,2025-01-01,2025-01-15,2024-12-01,1043,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00044,DM-FLOCK-00044,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00010,DEV_MIGRATION_D_00110,DEV_MIGRATION_Q_00010,Egg Production,Active,DM-PERMIT-00044,2025-01-01,2025-01-15,2024-12-01,1044,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00045,DM-FLOCK-00045,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00009,DEV_MIGRATION_D_00009,DEV_MIGRATION_Q_00009,Egg Production,Active,DM-PERMIT-00045,2025-01-01,2025-01-15,2024-12-01,1045,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00046,DM-FLOCK-00046,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00010,DEV_MIGRATION_D_00110,DEV_MIGRATION_Q_00010,Egg Production,Active,DM-PERMIT-00046,2025-01-01,2025-01-15,2024-12-01,1046,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00047,DM-FLOCK-00047,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00009,DEV_MIGRATION_D_00009,DEV_MIGRATION_Q_00009,Egg Production,Active,DM-PERMIT-00047,2025-01-01,2025-01-15,2024-12-01,1047,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00048,DM-FLOCK-00048,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00010,DEV_MIGRATION_D_00110,DEV_MIGRATION_Q_00010,Egg Production,Active,DM-PERMIT-00048,2025-01-01,2025-01-15,2024-12-01,1048,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00049,DM-FLOCK-00049,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00009,DEV_MIGRATION_D_00009,DEV_MIGRATION_Q_00009,Egg Production,Active,DM-PERMIT-00049,2025-01-01,2025-01-15,2024-12-01,1049,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00050,DM-FLOCK-00050,DEV_MIGRATION_A_00005,DEV_MIGRATION_F_00010,DEV_MIGRATION_D_00110,DEV_MIGRATION_Q_00010,Egg Production,Active,DM-PERMIT-00050,2025-01-01,2025-01-15,2024-12-01,1050,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00051,DM-FLOCK-00051,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00011,DEV_MIGRATION_D_00011,DEV_MIGRATION_Q_00011,Egg Production,Active,DM-PERMIT-00051,2025-01-01,2025-01-15,2024-12-01,1051,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00052,DM-FLOCK-00052,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00012,DEV_MIGRATION_D_00112,DEV_MIGRATION_Q_00012,Egg Production,Active,DM-PERMIT-00052,2025-01-01,2025-01-15,2024-12-01,1052,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00053,DM-FLOCK-00053,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00011,DEV_MIGRATION_D_00011,DEV_MIGRATION_Q_00011,Egg Production,Active,DM-PERMIT-00053,2025-01-01,2025-01-15,2024-12-01,1053,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00054,DM-FLOCK-00054,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00012,DEV_MIGRATION_D_00112,DEV_MIGRATION_Q_00012,Egg Production,Active,DM-PERMIT-00054,2025-01-01,2025-01-15,2024-12-01,1054,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00055,DM-FLOCK-00055,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00011,DEV_MIGRATION_D_00011,DEV_MIGRATION_Q_00011,Egg Production,Active,DM-PERMIT-00055,2025-01-01,2025-01-15,2024-12-01,1055,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00056,DM-FLOCK-00056,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00012,DEV_MIGRATION_D_00112,DEV_MIGRATION_Q_00012,Egg Production,Active,DM-PERMIT-00056,2025-01-01,2025-01-15,2024-12-01,1056,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00057,DM-FLOCK-00057,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00011,DEV_MIGRATION_D_00011,DEV_MIGRATION_Q_00011,Egg Production,Active,DM-PERMIT-00057,2025-01-01,2025-01-15,2024-12-01,1057,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00058,DM-FLOCK-00058,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00012,DEV_MIGRATION_D_00112,DEV_MIGRATION_Q_00012,Egg Production,Active,DM-PERMIT-00058,2025-01-01,2025-01-15,2024-12-01,1058,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00059,DM-FLOCK-00059,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00011,DEV_MIGRATION_D_00011,DEV_MIGRATION_Q_00011,Egg Production,Active,DM-PERMIT-00059,2025-01-01,2025-01-15,2024-12-01,1059,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00060,DM-FLOCK-00060,DEV_MIGRATION_A_00006,DEV_MIGRATION_F_00012,DEV_MIGRATION_D_00112,DEV_MIGRATION_Q_00012,Egg Production,Active,DM-PERMIT-00060,2025-01-01,2025-01-15,2024-12-01,1060,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00061,DM-FLOCK-00061,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00013,DEV_MIGRATION_D_00013,DEV_MIGRATION_Q_00013,Egg Production,Active,DM-PERMIT-00061,2025-01-01,2025-01-15,2024-12-01,1061,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00062,DM-FLOCK-00062,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00014,DEV_MIGRATION_D_00114,DEV_MIGRATION_Q_00014,Egg Production,Active,DM-PERMIT-00062,2025-01-01,2025-01-15,2024-12-01,1062,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00063,DM-FLOCK-00063,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00013,DEV_MIGRATION_D_00013,DEV_MIGRATION_Q_00013,Egg Production,Active,DM-PERMIT-00063,2025-01-01,2025-01-15,2024-12-01,1063,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00064,DM-FLOCK-00064,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00014,DEV_MIGRATION_D_00114,DEV_MIGRATION_Q_00014,Egg Production,Active,DM-PERMIT-00064,2025-01-01,2025-01-15,2024-12-01,1064,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00065,DM-FLOCK-00065,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00013,DEV_MIGRATION_D_00013,DEV_MIGRATION_Q_00013,Egg Production,Active,DM-PERMIT-00065,2025-01-01,2025-01-15,2024-12-01,1065,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00066,DM-FLOCK-00066,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00014,DEV_MIGRATION_D_00114,DEV_MIGRATION_Q_00014,Egg Production,Active,DM-PERMIT-00066,2025-01-01,2025-01-15,2024-12-01,1066,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00067,DM-FLOCK-00067,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00013,DEV_MIGRATION_D_00013,DEV_MIGRATION_Q_00013,Egg Production,Active,DM-PERMIT-00067,2025-01-01,2025-01-15,2024-12-01,1067,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00068,DM-FLOCK-00068,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00014,DEV_MIGRATION_D_00114,DEV_MIGRATION_Q_00014,Egg Production,Active,DM-PERMIT-00068,2025-01-01,2025-01-15,2024-12-01,1068,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00069,DM-FLOCK-00069,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00013,DEV_MIGRATION_D_00013,DEV_MIGRATION_Q_00013,Egg Production,Active,DM-PERMIT-00069,2025-01-01,2025-01-15,2024-12-01,1069,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00070,DM-FLOCK-00070,DEV_MIGRATION_A_00007,DEV_MIGRATION_F_00014,DEV_MIGRATION_D_00114,DEV_MIGRATION_Q_00014,Egg Production,Active,DM-PERMIT-00070,2025-01-01,2025-01-15,2024-12-01,1070,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00071,DM-FLOCK-00071,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00015,DEV_MIGRATION_D_00015,DEV_MIGRATION_Q_00015,Egg Production,Active,DM-PERMIT-00071,2025-01-01,2025-01-15,2024-12-01,1071,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00072,DM-FLOCK-00072,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00016,DEV_MIGRATION_D_00116,DEV_MIGRATION_Q_00016,Egg Production,Active,DM-PERMIT-00072,2025-01-01,2025-01-15,2024-12-01,1072,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00073,DM-FLOCK-00073,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00015,DEV_MIGRATION_D_00015,DEV_MIGRATION_Q_00015,Egg Production,Active,DM-PERMIT-00073,2025-01-01,2025-01-15,2024-12-01,1073,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00074,DM-FLOCK-00074,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00016,DEV_MIGRATION_D_00116,DEV_MIGRATION_Q_00016,Egg Production,Active,DM-PERMIT-00074,2025-01-01,2025-01-15,2024-12-01,1074,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00075,DM-FLOCK-00075,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00015,DEV_MIGRATION_D_00015,DEV_MIGRATION_Q_00015,Egg Production,Active,DM-PERMIT-00075,2025-01-01,2025-01-15,2024-12-01,1075,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00076,DM-FLOCK-00076,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00016,DEV_MIGRATION_D_00116,DEV_MIGRATION_Q_00016,Egg Production,Active,DM-PERMIT-00076,2025-01-01,2025-01-15,2024-12-01,1076,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00077,DM-FLOCK-00077,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00015,DEV_MIGRATION_D_00015,DEV_MIGRATION_Q_00015,Egg Production,Active,DM-PERMIT-00077,2025-01-01,2025-01-15,2024-12-01,1077,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00078,DM-FLOCK-00078,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00016,DEV_MIGRATION_D_00116,DEV_MIGRATION_Q_00016,Egg Production,Active,DM-PERMIT-00078,2025-01-01,2025-01-15,2024-12-01,1078,White,2025-02-01,2026-08-01,,0,Fictional flock fixture.
DEV_MIGRATION_FL_00079,DM-FLOCK-00079,DEV_MIGRATION_A_00008,DEV_MIGRATION_F_00015,DEV_MIGRATION_D_00015,DEV_MIGRATION_Q_00015,Egg Production,Active,DM-PERMIT-00079,2025-01-01,2025-01-15,2024-12-01,1079,Brown,2025-02-01,2026-08-01,,0,Fictional flock fixture.
