QUOTA_TRANSACTION_ID,TRANSACTION_TYPE,QUOTA_ID,EFFECTIVE_DATE,END_DATE,QUOTA_COUNT,OWNER_ACCOUNT_ID,RELATED_ACCOUNT_ID,RELATED_QUOTA_ID,RELATED_TRANSACTION_ID,PRICE,QUOTA_LEASE_TYPE,COMMENTS
DEV_MIGRATION_QT_00011,Sale,DEV_MIGRATION_Q_00004,2025-01-01,,111,DEV_MIGRATION_A_00002,DEV_MIGRATION_A_00012,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00012,Lease In,DEV_MIGRATION_Q_00004,2025-01-01,,112,DEV_MIGRATION_A_00002,DEV_MIGRATION_A_00013,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00013,Purchase,DEV_MIGRATION_Q_00005,2025-01-01,,113,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00014,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00014,Sale,DEV_MIGRATION_Q_00005,2025-01-01,,114,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00015,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00015,Lease In,DEV_MIGRATION_Q_00005,2025-01-01,,115,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00016,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00016,Purchase,DEV_MIGRATION_Q_00006,2025-01-01,,116,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00017,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00017,Sale,DEV_MIGRATION_Q_00006,2025-01-01,,117,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00018,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00018,Lease In,DEV_MIGRATION_Q_00006,2025-01-01,,118,DEV_MIGRATION_A_00003,DEV_MIGRATION_A_00019,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00019,Purchase,DEV_MIGRATION_Q_00007,2025-01-01,,119,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00020,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00020,Sale,DEV_MIGRATION_Q_00007,2025-01-01,,120,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00021,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00021,Lease In,DEV_MIGRATION_Q_00007,2025-01-01,,121,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00022,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00022,Purchase,DEV_MIGRATION_Q_00008,2025-01-01,,122,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00023,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00023,Sale,DEV_MIGRATION_Q_00008,2025-01-01,,123,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00024,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00024,Lease In,DEV_MIGRATION_Q_00008,2025-01-01,,124,DEV_MIGRATION_A_00004,DEV_MIGRATION_A_00025,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00025,Purchase,DEV_MIGRATION_Q_00009,2025-01-01,,125,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00026,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00026,Sale,DEV_MIGRATION_Q_00009,2025-01-01,,126,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00027,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00027,Lease In,DEV_MIGRATION_Q_00009,2025-01-01,,127,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00028,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00028,Purchase,DEV_MIGRATION_Q_00010,2025-01-01,,128,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00029,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00029,Sale,DEV_MIGRATION_Q_00010,2025-01-01,,129,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00030,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00030,Lease In,DEV_MIGRATION_Q_00010,2025-01-01,,130,DEV_MIGRATION_A_00005,DEV_MIGRATION_A_00031,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00031,Purchase,DEV_MIGRATION_Q_00011,2025-01-01,,131,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00032,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00032,Sale,DEV_MIGRATION_Q_00011,2025-01-01,,132,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00033,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00033,Lease In,DEV_MIGRATION_Q_00011,2025-01-01,,133,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00034,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00034,Purchase,DEV_MIGRATION_Q_00012,2025-01-01,,134,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00035,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00035,Sale,DEV_MIGRATION_Q_00012,2025-01-01,,135,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00036,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00036,Lease In,DEV_MIGRATION_Q_00012,2025-01-01,,136,DEV_MIGRATION_A_00006,DEV_MIGRATION_A_00037,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00037,Purchase,DEV_MIGRATION_Q_00013,2025-01-01,,137,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00038,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00038,Sale,DEV_MIGRATION_Q_00013,2025-01-01,,138,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00039,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00039,Lease In,DEV_MIGRATION_Q_00013,2025-01-01,,139,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00040,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00040,Purchase,DEV_MIGRATION_Q_00014,2025-01-01,,140,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00041,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00041,Sale,DEV_MIGRATION_Q_00014,2025-01-01,,141,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00042,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00042,Lease In,DEV_MIGRATION_Q_00014,2025-01-01,,142,DEV_MIGRATION_A_00007,DEV_MIGRATION_A_00043,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00043,Purchase,DEV_MIGRATION_Q_00015,2025-01-01,,143,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00044,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00044,Sale,DEV_MIGRATION_Q_00015,2025-01-01,,144,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00045,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00045,Lease In,DEV_MIGRATION_Q_00015,2025-01-01,,145,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00046,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00046,Purchase,DEV_MIGRATION_Q_00016,2025-01-01,,146,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00047,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00047,Sale,DEV_MIGRATION_Q_00016,2025-01-01,,147,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00048,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00048,Lease In,DEV_MIGRATION_Q_00016,2025-01-01,,148,DEV_MIGRATION_A_00008,DEV_MIGRATION_A_00049,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00049,Purchase,DEV_MIGRATION_Q_00017,2025-01-01,,149,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00050,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00050,Sale,DEV_MIGRATION_Q_00017,2025-01-01,,150,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00001,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00051,Lease In,DEV_MIGRATION_Q_00017,2025-01-01,,151,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00002,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00052,Purchase,DEV_MIGRATION_Q_00018,2025-01-01,,152,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00003,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00053,Sale,DEV_MIGRATION_Q_00018,2025-01-01,,153,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00004,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00054,Lease In,DEV_MIGRATION_Q_00018,2025-01-01,,154,DEV_MIGRATION_A_00009,DEV_MIGRATION_A_00005,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00055,Purchase,DEV_MIGRATION_Q_00019,2025-01-01,,155,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00006,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00056,Sale,DEV_MIGRATION_Q_00019,2025-01-01,,156,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00007,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00057,Lease In,DEV_MIGRATION_Q_00019,2025-01-01,,157,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00008,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00058,Purchase,DEV_MIGRATION_Q_00020,2025-01-01,,158,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00009,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00059,Sale,DEV_MIGRATION_Q_00020,2025-01-01,,159,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00010,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00060,Lease In,DEV_MIGRATION_Q_00020,2025-01-01,,160,DEV_MIGRATION_A_00010,DEV_MIGRATION_A_00011,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00061,Purchase,DEV_MIGRATION_Q_00021,2025-01-01,,161,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00012,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00062,Sale,DEV_MIGRATION_Q_00021,2025-01-01,,162,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00013,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00063,Lease In,DEV_MIGRATION_Q_00021,2025-01-01,,163,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00014,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00064,Purchase,DEV_MIGRATION_Q_00022,2025-01-01,,164,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00015,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00065,Sale,DEV_MIGRATION_Q_00022,2025-01-01,,165,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00016,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00066,Lease In,DEV_MIGRATION_Q_00022,2025-01-01,,166,DEV_MIGRATION_A_00011,DEV_MIGRATION_A_00017,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00067,Purchase,DEV_MIGRATION_Q_00023,2025-01-01,,167,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00018,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00068,Sale,DEV_MIGRATION_Q_00023,2025-01-01,,168,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00019,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00069,Lease In,DEV_MIGRATION_Q_00023,2025-01-01,,169,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00020,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00070,Purchase,DEV_MIGRATION_Q_00024,2025-01-01,,170,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00021,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00071,Sale,DEV_MIGRATION_Q_00024,2025-01-01,,171,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00022,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00072,Lease In,DEV_MIGRATION_Q_00024,2025-01-01,,172,DEV_MIGRATION_A_00012,DEV_MIGRATION_A_00023,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00073,Purchase,DEV_MIGRATION_Q_00025,2025-01-01,,173,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00024,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00074,Sale,DEV_MIGRATION_Q_00025,2025-01-01,,174,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00025,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00075,Lease In,DEV_MIGRATION_Q_00025,2025-01-01,,175,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00026,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00076,Purchase,DEV_MIGRATION_Q_00026,2025-01-01,,176,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00027,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00077,Sale,DEV_MIGRATION_Q_00026,2025-01-01,,177,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00028,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00078,Lease In,DEV_MIGRATION_Q_00026,2025-01-01,,178,DEV_MIGRATION_A_00013,DEV_MIGRATION_A_00029,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00079,Purchase,DEV_MIGRATION_Q_00027,2025-01-01,,179,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00030,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00080,Sale,DEV_MIGRATION_Q_00027,2025-01-01,,180,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00031,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00081,Lease In,DEV_MIGRATION_Q_00027,2025-01-01,,181,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00032,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00082,Purchase,DEV_MIGRATION_Q_00028,2025-01-01,,182,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00033,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00083,Sale,DEV_MIGRATION_Q_00028,2025-01-01,,183,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00034,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00084,Lease In,DEV_MIGRATION_Q_00028,2025-01-01,,184,DEV_MIGRATION_A_00014,DEV_MIGRATION_A_00035,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00085,Purchase,DEV_MIGRATION_Q_00029,2025-01-01,,185,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00036,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00086,Sale,DEV_MIGRATION_Q_00029,2025-01-01,,186,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00037,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00087,Lease In,DEV_MIGRATION_Q_00029,2025-01-01,,187,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00038,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00088,Purchase,DEV_MIGRATION_Q_00030,2025-01-01,,188,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00039,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00089,Sale,DEV_MIGRATION_Q_00030,2025-01-01,,189,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00040,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00090,Lease In,DEV_MIGRATION_Q_00030,2025-01-01,,190,DEV_MIGRATION_A_00015,DEV_MIGRATION_A_00041,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00091,Purchase,DEV_MIGRATION_Q_00031,2025-01-01,,191,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00042,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00092,Sale,DEV_MIGRATION_Q_00031,2025-01-01,,192,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00043,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00093,Lease In,DEV_MIGRATION_Q_00031,2025-01-01,,193,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00044,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00094,Purchase,DEV_MIGRATION_Q_00032,2025-01-01,,194,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00045,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00095,Sale,DEV_MIGRATION_Q_00032,2025-01-01,,195,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00046,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00096,Lease In,DEV_MIGRATION_Q_00032,2025-01-01,,196,DEV_MIGRATION_A_00016,DEV_MIGRATION_A_00047,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00097,Purchase,DEV_MIGRATION_Q_00033,2025-01-01,,197,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00048,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00098,Sale,DEV_MIGRATION_Q_00033,2025-01-01,,198,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00049,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00099,Lease In,DEV_MIGRATION_Q_00033,2025-01-01,,199,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00050,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00100,Purchase,DEV_MIGRATION_Q_00034,2025-01-01,,200,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00001,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00101,Sale,DEV_MIGRATION_Q_00034,2025-01-01,,201,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00002,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00102,Lease In,DEV_MIGRATION_Q_00034,2025-01-01,,202,DEV_MIGRATION_A_00017,DEV_MIGRATION_A_00003,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00103,Purchase,DEV_MIGRATION_Q_00035,2025-01-01,,203,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00004,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00104,Sale,DEV_MIGRATION_Q_00035,2025-01-01,,204,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00005,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00105,Lease In,DEV_MIGRATION_Q_00035,2025-01-01,,205,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00006,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00106,Purchase,DEV_MIGRATION_Q_00036,2025-01-01,,206,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00007,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00107,Sale,DEV_MIGRATION_Q_00036,2025-01-01,,207,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00008,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00108,Lease In,DEV_MIGRATION_Q_00036,2025-01-01,,208,DEV_MIGRATION_A_00018,DEV_MIGRATION_A_00009,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00109,Purchase,DEV_MIGRATION_Q_00037,2025-01-01,,209,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00010,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00110,Sale,DEV_MIGRATION_Q_00037,2025-01-01,,210,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00011,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00111,Lease In,DEV_MIGRATION_Q_00037,2025-01-01,,211,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00012,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00112,Purchase,DEV_MIGRATION_Q_00038,2025-01-01,,212,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00013,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00113,Sale,DEV_MIGRATION_Q_00038,2025-01-01,,213,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00014,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00114,Lease In,DEV_MIGRATION_Q_00038,2025-01-01,,214,DEV_MIGRATION_A_00019,DEV_MIGRATION_A_00015,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00115,Purchase,DEV_MIGRATION_Q_00039,2025-01-01,,215,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00016,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00116,Sale,DEV_MIGRATION_Q_00039,2025-01-01,,216,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00017,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00117,Lease In,DEV_MIGRATION_Q_00039,2025-01-01,,217,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00018,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00118,Purchase,DEV_MIGRATION_Q_00040,2025-01-01,,218,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00019,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00119,Sale,DEV_MIGRATION_Q_00040,2025-01-01,,219,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00020,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00120,Lease In,DEV_MIGRATION_Q_00040,2025-01-01,,220,DEV_MIGRATION_A_00020,DEV_MIGRATION_A_00021,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00121,Purchase,DEV_MIGRATION_Q_00041,2025-01-01,,221,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00022,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00122,Sale,DEV_MIGRATION_Q_00041,2025-01-01,,222,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00023,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00123,Lease In,DEV_MIGRATION_Q_00041,2025-01-01,,223,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00024,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00124,Purchase,DEV_MIGRATION_Q_00042,2025-01-01,,224,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00025,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00125,Sale,DEV_MIGRATION_Q_00042,2025-01-01,,225,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00026,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00126,Lease In,DEV_MIGRATION_Q_00042,2025-01-01,,226,DEV_MIGRATION_A_00021,DEV_MIGRATION_A_00027,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00127,Purchase,DEV_MIGRATION_Q_00043,2025-01-01,,227,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00028,,,"1,234.50",Fixed Term,Fictional quota activity.
DEV_MIGRATION_QT_00128,Sale,DEV_MIGRATION_Q_00043,2025-01-01,,228,DEV_MIGRATION_A_00022,DEV_MIGRATION_A_00029,,,"1,234.50",Fixed Term,Fictional quota activity.
